Date,Year,Month,Month_Number,Model,Series,Segment,Region,Unit Price (USD),Units Sold,Total Revenue (USD),Cores,Threads,TDP (Watts),Lithography (nm),Total Cores Shipped,Total Threads Shipped,Est Power Shipped (kW)
2024-01-18,2023,October,10,Core i5-12600K,CELERON,DESKTOP,ASIA-PACIFIC,289,972.0,280908.0,10,16,125,10,9720,15552,121.5
2024-01-19,2023,October,10,Core i5-12400,CORE I5,DESKTOP,ASIA-PACIFIC,192,1562.0,299904.0,6,12,65,10,9372,18744,101.53
2024-01-20,2023,October,10,Core i3-12100,CELERON,DESKTOP,ASIA-PACIFIC,110,1252.0,137720.0,4,8,60,10,5008,10016,75.12
2024-01-21,2023,October,10,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,638.0,40832.0,2,4,46,10,1276,2552,29.348
2024-01-22,2023,October,10,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,437.0,18354.0,2,2,46,10,874,874,20.102
2024-01-23,2023,October,10,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,264.0,31680.0,8,8,50,10,2112,2112,13.2
2024-01-24,2023,October,10,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,251.0,37650.0,8,8,41,10,2008,2008,10.291
2024-01-25,2023,October,10,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,447.0,,8,8,26,14,3576,3576,11.622
2024-01-26,2023,October,10,Core i9-12900K,CELERON,DESKTOP,LATIN AMERICA,589,185.0,108965.0,16,24,125,10,2960,4440,23.125
2024-01-27,2023,October,10,Core i7-12700K,CELERON,DESKTOP,LATIN AMERICA,384,315.0,120960.0,12,20,125,10,3780,6300,39.375
2024-01-28,2023,October,10,Core i5-12600K,CELERON,DESKTOP,LATIN AMERICA,289,415.0,119935.0,10,16,125,10,4150,6640,51.875
2024-01-29,2023,October,10,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,701.0,134592.0,6,12,65,10,4206,8412,45.565
2024-01-30,2023,October,10,Core i3-12100,CELERON,DESKTOP,LATIN AMERICA,110,514.0,56540.0,4,8,60,10,2056,4112,30.84
2024-01-31,2023,October,10,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,304.0,19456.0,2,4,46,10,608,1216,13.984
2024-02-01,2023,October,10,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,239.0,10038.0,2,2,46,10,478,478,10.994
2024-02-02,2023,October,10,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,,,8,8,50,10,1056,1056,6.6
2024-02-03,2023,October,10,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,116.0,17400.0,8,8,41,10,928,928,4.756
2024-02-04,2023,December,12,Atom C5125,ATOM,EMBEDDED,EUROPE,120,289.0,34680.0,8,8,50,10,2312,2312,14.45
2024-02-04,2023,October,10,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,203.0,19285.0,8,8,26,14,1624,1624,5.278
2024-02-05,2023,November,11,Core i9-12900K,CELERON,DESKTOP,NORTH AMERICA,589,371.0,,16,24,125,10,5936,8904,46.375
2024-02-06,2023,November,11,Core i7-12700K,CELERON,DESKTOP,NORTH AMERICA,384,944.0,362496.0,12,20,125,10,11328,18880,118.0
2024-02-07,2023,November,11,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,1124.0,324836.0,10,16,125,10,11240,17984,140.5
2024-02-08,2023,November,11,Core i5-12400,CELERON,DESKTOP,NORTH AMERICA,192,1849.0,355008.0,6,12,65,10,11094,22188,120.185
2024-02-09,2024,April,4,Core i9-12900K,CELERON,DESKTOP,EUROPE,589,284.0,167276.0,16,24,125,10,4544,6816,35.5
2024-02-09,2023,November,11,Core i3-12100,CORE I3,DESKTOP,NORTH AMERICA,110,,146080.0,4,8,60,10,5312,10624,79.68
2024-02-11,2024,May,5,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,443.0,170112.0,12,20,125,10,5316,8860,55.375
2024-02-12,2023,November,11,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,299.0,35880.0,8,8,50,10,2392,2392,14.95
2024-02-13,2023,November,11,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,314.0,47100.0,8,8,41,10,2512,2512,12.874
2024-02-14,2023,November,11,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,431.0,40945.0,8,8,26,14,3448,3448,11.206
2024-02-15,2023,November,11,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,331.0,194959.0,16,24,125,10,5296,7944,41.375
2024-02-16,2023,November,11,Core i7-12700K,CELERON,DESKTOP,EUROPE,384,796.0,305664.0,12,20,125,10,9552,15920,99.5
2024-02-17,2023,November,11,Core i5-12600K,CELERON,DESKTOP,EUROPE,289,1062.0,306918.0,10,16,125,10,10620,16992,132.75
2024-02-18,2023,November,11,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1434.0,275328.0,6,12,65,10,8604,17208,93.21
2024-02-19,2023,November,11,Core i3-12100,CELERON,DESKTOP,EUROPE,110,1216.0,133760.0,4,8,60,10,4864,9728,72.96
2024-02-20,2023,November,11,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,575.0,36800.0,2,4,46,10,1150,2300,26.45
2024-02-21,2023,November,11,Celeron G6900,CELERON,DESKTOP,EUROPE,42,438.0,18396.0,2,2,46,10,876,876,20.148
2024-02-22,2023,November,11,Atom C5125,ATOM,EMBEDDED,EUROPE,120,277.0,33240.0,8,8,50,10,2216,2216,13.85
2024-02-23,2023,November,11,Atom C5320,ATOM,EMBEDDED,EUROPE,150,246.0,,8,8,41,10,1968,1968,10.086
2024-02-24,2023,November,11,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,440.0,41800.0,8,8,26,14,3520,3520,11.44
2024-02-25,2023,November,11,Core i9-12900K,CELERON,DESKTOP,ASIA-PACIFIC,589,,292144.0,16,24,125,10,7936,11904,62.0
2024-02-26,2023,November,11,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,991.0,380544.0,12,20,125,10,11892,19820,123.875
2024-02-27,2023,November,11,Core i5-12600K,CELERON,DESKTOP,ASIA-PACIFIC,289,1067.0,,10,16,125,10,10670,17072,133.375
2024-02-28,2023,November,11,Core i5-12400,CELERON,DESKTOP,ASIA-PACIFIC,192,1822.0,,6,12,65,10,10932,21864,118.43
2024-02-29,2023,November,11,Core i3-12100,CORE I3,DESKTOP,ASIA-PACIFIC,110,1319.0,145090.0,4,8,60,10,5276,10552,79.14
2024-03-01,2023,November,11,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,771.0,49344.0,2,4,46,10,1542,3084,35.466
2024-03-02,2023,November,11,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,597.0,25074.0,2,2,46,10,1194,1194,27.462
2024-03-03,2023,November,11,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,424.0,50880.0,8,8,50,10,3392,3392,21.2
2024-03-05,2024,January,1,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,254.0,38100.0,8,8,41,10,2032,2032,10.414
2024-03-05,2023,November,11,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,471.0,44745.0,8,8,26,14,3768,3768,12.246
2024-03-06,2023,November,11,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,188.0,110732.0,16,24,125,10,3008,4512,23.5
2024-03-07,2023,November,11,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,454.0,174336.0,12,20,125,10,5448,9080,56.75
2024-03-08,2023,November,11,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,581.0,167909.0,10,16,125,10,5810,9296,72.625
2024-03-09,2023,November,11,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,,142272.0,6,12,65,10,4446,8892,48.165
2024-03-10,2023,November,11,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,614.0,67540.0,4,8,60,10,2456,4912,36.84
2024-03-11,2024,May,5,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,461.0,133229.0,10,16,125,10,4610,7376,57.625
2024-03-12,2023,November,11,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,244.0,10248.0,2,2,46,10,488,488,11.224
2024-03-13,2023,November,11,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,192.0,23040.0,8,8,50,10,1536,1536,9.6
2024-03-14,2023,November,11,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,149.0,22350.0,8,8,41,10,1192,1192,6.109
2024-03-15,2023,November,11,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,214.0,20330.0,8,8,26,14,1712,1712,5.564
2024-03-16,2023,December,12,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,368.0,216752.0,16,24,125,10,5888,8832,46.0
2024-03-17,2023,December,12,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,965.0,370560.0,12,20,125,10,11580,19300,120.625
2024-03-18,2023,December,12,Core i5-12600K,CELERON,DESKTOP,NORTH AMERICA,289,1080.0,312120.0,10,16,125,10,10800,17280,135.0
2024-03-19,2023,December,12,Core i5-12400,CORE I5,DESKTOP,NORTH AMERICA,192,1619.0,310848.0,6,12,65,10,9714,19428,105.235
2024-03-20,2023,December,12,Core i3-12100,CORE I3,DESKTOP,NORTH AMERICA,110,1535.0,168850.0,4,8,60,10,6140,12280,92.1
2024-03-21,2023,December,12,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,796.0,50944.0,2,4,46,10,1592,3184,36.616
2024-03-22,2023,December,12,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,643.0,27006.0,2,2,46,10,1286,1286,29.578
2024-03-23,2023,December,12,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,377.0,45240.0,8,8,50,10,3016,3016,18.85
2024-03-24,2023,December,12,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,270.0,40500.0,8,8,41,10,2160,2160,11.07
2024-03-25,2023,December,12,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,429.0,40755.0,8,8,26,14,3432,3432,11.154
2024-03-26,2023,December,12,Core i9-12900K,CELERON,DESKTOP,EUROPE,589,380.0,223820.0,16,24,125,10,6080,9120,47.5
2024-03-27,2023,December,12,Core i7-12700K,CORE I7,DESKTOP,EUROPE,384,714.0,274176.0,12,20,125,10,8568,14280,89.25
2024-03-28,2023,December,12,Core i5-12600K,CORE I5,DESKTOP,EUROPE,289,914.0,264146.0,10,16,125,10,9140,14624,114.25
2024-03-29,2023,December,12,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1575.0,302400.0,6,12,65,10,9450,18900,102.375
2024-03-30,2023,December,12,Core i3-12100,CORE I3,DESKTOP,EUROPE,110,,113630.0,4,8,60,10,4132,8264,61.98
2024-03-31,2023,December,12,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,,37312.0,2,4,46,10,1166,2332,26.818
2024-04-01,2023,December,12,Celeron G6900,CELERON,DESKTOP,EUROPE,42,399.0,16758.0,2,2,46,10,798,798,18.354
2024-04-03,2023,November,11,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,290.0,43500.0,8,8,41,10,2320,2320,11.89
2024-04-03,2023,December,12,Atom C5320,ATOM,EMBEDDED,EUROPE,150,202.0,30300.0,8,8,41,10,1616,1616,8.282
2024-04-04,2023,December,12,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,362.0,34390.0,8,8,26,14,2896,2896,9.412
2024-04-05,2024,January,1,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,438.0,41610.0,8,8,26,14,3504,3504,11.388
2024-04-06,2023,December,12,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,953.0,365952.0,12,20,125,10,11436,19060,119.125
2024-04-07,2023,December,12,Core i5-12600K,CORE I5,DESKTOP,ASIA-PACIFIC,289,1306.0,377434.0,10,16,125,10,13060,20896,163.25
2024-04-08,2023,December,12,Core i5-12400,CORE I5,DESKTOP,ASIA-PACIFIC,192,1870.0,359040.0,6,12,65,10,11220,22440,121.55
2024-04-10,2023,December,12,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,731.0,46784.0,2,4,46,10,1462,2924,33.626
2024-04-11,2023,December,12,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,,23898.0,2,2,46,10,1138,1138,26.174
2024-04-12,2024,June,6,Core i5-12400,CORE I5,DESKTOP,ASIA-PACIFIC,192,1527.0,,6,12,65,10,9162,18324,99.255
2024-04-12,2023,December,12,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,422.0,50640.0,8,8,50,10,3376,3376,21.1
2024-04-13,2023,December,12,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,278.0,41700.0,8,8,41,10,2224,2224,11.398
2024-04-14,2023,December,12,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,606.0,57570.0,8,8,26,14,4848,4848,15.756
2024-04-15,2023,December,12,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,179.0,105431.0,16,24,125,10,2864,4296,22.375
2024-04-16,2023,December,12,Core i7-12700K,CELERON,DESKTOP,LATIN AMERICA,384,480.0,184320.0,12,20,125,10,5760,9600,60.0
2024-04-17,2023,December,12,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,484.0,,10,16,125,10,4840,7744,60.5
2024-04-18,2023,December,12,Core i5-12400,CELERON,DESKTOP,LATIN AMERICA,192,941.0,180672.0,6,12,65,10,5646,11292,61.165
2024-04-19,2023,December,12,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,707.0,77770.0,4,8,60,10,2828,5656,42.42
2024-04-20,2023,December,12,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,402.0,25728.0,2,4,46,10,804,1608,18.492
2024-04-21,2023,December,12,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,244.0,10248.0,2,2,46,10,488,488,11.224
2024-04-22,2023,December,12,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,178.0,,8,8,50,10,1424,1424,8.9
2024-04-23,2023,December,12,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,160.0,24000.0,8,8,41,10,1280,1280,6.56
2024-04-24,2023,December,12,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,247.0,23465.0,8,8,26,14,1976,1976,6.422
2024-04-25,2024,January,1,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,349.0,205561.0,16,24,125,10,5584,8376,43.625
2024-04-26,2024,January,1,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,712.0,273408.0,12,20,125,10,8544,14240,89.0
2024-04-27,2024,January,1,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,885.0,255765.0,10,16,125,10,8850,14160,110.625
2024-04-28,2024,January,1,Core i5-12400,CELERON,DESKTOP,NORTH AMERICA,192,1397.0,268224.0,6,12,65,10,8382,16764,90.805
2024-04-29,2024,January,1,Core i3-12100,CORE I3,DESKTOP,NORTH AMERICA,110,1150.0,126500.0,4,8,60,10,4600,9200,69.0
2024-04-30,2024,January,1,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,628.0,40192.0,2,4,46,10,1256,2512,28.888
2024-05-01,2024,January,1,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,387.0,16254.0,2,2,46,10,774,774,17.802
2024-05-01,2023,October,10,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,329.0,31255.0,8,8,26,14,2632,2632,8.554
2024-05-02,2024,January,1,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,262.0,31440.0,8,8,50,10,2096,2096,13.1
2024-05-04,2023,December,12,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,403.0,237367.0,16,24,125,10,6448,9672,50.375
2024-05-05,2024,January,1,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,,162564.0,16,24,125,10,4416,6624,34.5
2024-05-06,2024,January,1,Core i7-12700K,CELERON,DESKTOP,EUROPE,384,581.0,223104.0,12,20,125,10,6972,11620,72.625
2024-05-08,2024,January,1,Core i5-12400,CELERON,DESKTOP,EUROPE,192,1017.0,,6,12,65,10,6102,12204,66.105
2024-05-09,2024,January,1,Core i3-12100,CELERON,DESKTOP,EUROPE,110,924.0,,4,8,60,10,3696,7392,55.44
2024-05-10,2024,January,1,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,,28544.0,2,4,46,10,892,1784,20.516
2024-05-10,2024,May,5,Core i5-12400,CELERON,DESKTOP,NORTH AMERICA,192,1502.0,288384.0,6,12,65,10,9012,18024,97.63
2024-05-11,2024,May,5,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,642.0,70620.0,4,8,60,10,2568,5136,38.52
2024-05-11,2024,January,1,Celeron G6900,CELERON,DESKTOP,EUROPE,42,383.0,16086.0,2,2,46,10,766,766,17.618
2024-05-12,2024,January,1,Atom C5125,ATOM,EMBEDDED,EUROPE,120,204.0,24480.0,8,8,50,10,1632,1632,10.2
2024-05-13,2024,January,1,Atom C5320,ATOM,EMBEDDED,EUROPE,150,213.0,31950.0,8,8,41,10,1704,1704,8.733
2024-05-14,2024,January,1,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,374.0,35530.0,8,8,26,14,2992,2992,9.724
2024-05-15,2024,January,1,Core i9-12900K,CELERON,DESKTOP,ASIA-PACIFIC,589,386.0,227354.0,16,24,125,10,6176,9264,48.25
2024-05-16,2024,January,1,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,737.0,283008.0,12,20,125,10,8844,14740,92.125
2024-05-17,2024,January,1,Core i5-12600K,CORE I5,DESKTOP,ASIA-PACIFIC,289,916.0,,10,16,125,10,9160,14656,114.5
2024-05-18,2024,January,1,Core i5-12400,CELERON,DESKTOP,ASIA-PACIFIC,192,1595.0,306240.0,6,12,65,10,9570,19140,103.675
2024-05-19,2024,January,1,Core i3-12100,CORE I3,DESKTOP,ASIA-PACIFIC,110,1282.0,141020.0,4,8,60,10,5128,10256,76.92
2024-05-20,2024,January,1,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,546.0,34944.0,2,4,46,10,1092,2184,25.116
2024-05-21,2024,January,1,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,546.0,22932.0,2,2,46,10,1092,1092,25.116
2024-05-22,2024,January,1,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,333.0,39960.0,8,8,50,10,2664,2664,16.65
2024-05-23,2024,January,1,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,275.0,41250.0,8,8,41,10,2200,2200,11.275
2024-05-24,2024,January,1,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,454.0,43130.0,8,8,26,14,3632,3632,11.804
2024-05-25,2024,January,1,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,174.0,102486.0,16,24,125,10,2784,4176,21.75
2024-05-26,2024,January,1,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,328.0,125952.0,12,20,125,10,3936,6560,41.0
2024-05-27,2024,January,1,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,507.0,146523.0,10,16,125,10,5070,8112,63.375
2024-05-28,2024,January,1,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,747.0,143424.0,6,12,65,10,4482,8964,48.555
2024-05-29,2024,January,1,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,,53240.0,4,8,60,10,1936,3872,29.04
2024-05-30,2024,January,1,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,,15360.0,2,4,46,10,480,960,11.04
2024-05-31,2024,January,1,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,216.0,9072.0,2,2,46,10,432,432,9.936
2024-06-01,2024,January,1,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,153.0,18360.0,8,8,50,10,1224,1224,7.65
2024-06-02,2024,January,1,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,128.0,,8,8,41,10,1024,1024,5.248
2024-06-03,2024,January,1,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,175.0,16625.0,8,8,26,14,1400,1400,4.55
2024-06-04,2024,February,2,Core i9-12900K,CELERON,DESKTOP,NORTH AMERICA,589,346.0,203794.0,16,24,125,10,5536,8304,43.25
2024-06-05,2024,February,2,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,649.0,249216.0,12,20,125,10,7788,12980,81.125
2024-06-06,2024,February,2,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,,295936.0,10,16,125,10,10240,16384,128.0
2024-06-08,2024,February,2,Core i3-12100,CELERON,DESKTOP,NORTH AMERICA,110,1235.0,135850.0,4,8,60,10,4940,9880,74.1
2024-06-09,2024,February,2,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,555.0,,2,4,46,10,1110,2220,25.53
2024-06-10,2024,February,2,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,,18354.0,2,2,46,10,874,874,20.102
2024-06-11,2024,May,5,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,377.0,24128.0,2,4,46,10,754,1508,17.342
2024-06-13,2024,February,2,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,435.0,41325.0,8,8,26,14,3480,3480,11.31
2024-06-14,2024,February,2,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,306.0,180234.0,16,24,125,10,4896,7344,38.25
2024-06-15,2024,February,2,Core i7-12700K,CORE I7,DESKTOP,EUROPE,384,645.0,247680.0,12,20,125,10,7740,12900,80.625
2024-06-16,2024,February,2,Core i5-12600K,CELERON,DESKTOP,EUROPE,289,859.0,248251.0,10,16,125,10,8590,13744,107.375
2024-06-17,2024,February,2,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1140.0,218880.0,6,12,65,10,6840,13680,74.1
2024-06-18,2024,February,2,Core i3-12100,CORE I3,DESKTOP,EUROPE,110,1010.0,111100.0,4,8,60,10,4040,8080,60.6
2024-06-19,2024,February,2,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,529.0,33856.0,2,4,46,10,1058,2116,24.334
2024-06-20,2024,February,2,Celeron G6900,CELERON,DESKTOP,EUROPE,42,413.0,17346.0,2,2,46,10,826,826,18.998
2024-06-21,2024,February,2,Atom C5125,ATOM,EMBEDDED,EUROPE,120,216.0,,8,8,50,10,1728,1728,10.8
2024-06-22,2024,February,2,Atom C5320,ATOM,EMBEDDED,EUROPE,150,184.0,27600.0,8,8,41,10,1472,1472,7.544
2024-06-23,2024,February,2,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,,27550.0,8,8,26,14,2320,2320,7.54
2024-06-24,2024,February,2,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,414.0,243846.0,16,24,125,10,6624,9936,51.75
2024-06-25,2024,February,2,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,752.0,288768.0,12,20,125,10,9024,15040,94.0
2024-06-26,2024,February,2,Core i5-12600K,CELERON,DESKTOP,ASIA-PACIFIC,289,893.0,258077.0,10,16,125,10,8930,14288,111.625
2024-06-27,2024,February,2,Core i5-12400,CORE I5,DESKTOP,ASIA-PACIFIC,192,1533.0,294336.0,6,12,65,10,9198,18396,99.645
2024-06-28,2024,February,2,Core i3-12100,CELERON,DESKTOP,ASIA-PACIFIC,110,1258.0,138380.0,4,8,60,10,5032,10064,75.48
2024-06-29,2024,February,2,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,581.0,37184.0,2,4,46,10,1162,2324,26.726
2024-06-30,2024,February,2,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,429.0,18018.0,2,2,46,10,858,858,19.734
2024-07-01,2024,February,2,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,319.0,38280.0,8,8,50,10,2552,2552,15.95
2024-07-02,2024,February,2,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,244.0,36600.0,8,8,41,10,1952,1952,10.004
2024-07-03,2024,February,2,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,460.0,,8,8,26,14,3680,3680,11.96
2024-07-04,2024,February,2,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,169.0,99541.0,16,24,125,10,2704,4056,21.125
2024-07-05,2024,January,1,Core i5-12600K,CORE I5,DESKTOP,EUROPE,289,698.0,201722.0,10,16,125,10,6980,11168,87.25
2024-07-05,2024,February,2,Core i7-12700K,CELERON,DESKTOP,LATIN AMERICA,384,372.0,142848.0,12,20,125,10,4464,7440,46.5
2024-07-06,2024,February,2,Core i5-12400,CELERON,DESKTOP,NORTH AMERICA,192,1484.0,284928.0,6,12,65,10,8904,17808,96.46
2024-07-06,2024,February,2,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,455.0,131495.0,10,16,125,10,4550,7280,56.875
2024-07-07,2024,February,2,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,685.0,131520.0,6,12,65,10,4110,8220,44.525
2024-07-08,2024,February,2,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,624.0,68640.0,4,8,60,10,2496,4992,37.44
2024-07-09,2024,February,2,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,272.0,17408.0,2,4,46,10,544,1088,12.512
2024-07-10,2024,February,2,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,199.0,8358.0,2,2,46,10,398,398,9.154
2024-07-11,2024,February,2,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,120.0,14400.0,8,8,50,10,960,960,6.0
2024-07-13,2024,February,2,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,203.0,19285.0,8,8,26,14,1624,1624,5.278
2024-07-14,2024,March,3,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,420.0,247380.0,16,24,125,10,6720,10080,52.5
2024-07-15,2024,March,3,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,723.0,277632.0,12,20,125,10,8676,14460,90.375
2024-07-16,2024,March,3,Core i5-12600K,CELERON,DESKTOP,NORTH AMERICA,289,940.0,271660.0,10,16,125,10,9400,15040,117.5
2024-07-17,2024,March,3,Core i5-12400,CORE I5,DESKTOP,NORTH AMERICA,192,1353.0,259776.0,6,12,65,10,8118,16236,87.945
2024-07-18,2024,March,3,Core i3-12100,CORE I3,DESKTOP,NORTH AMERICA,110,1260.0,138600.0,4,8,60,10,5040,10080,75.6
2024-07-19,2024,March,3,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,677.0,43328.0,2,4,46,10,1354,2708,31.142
2024-07-20,2024,March,3,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,510.0,21420.0,2,2,46,10,1020,1020,23.46
2024-07-21,2024,March,3,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,323.0,38760.0,8,8,50,10,2584,2584,16.15
2024-07-22,2024,March,3,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,296.0,,8,8,41,10,2368,2368,12.136
2024-07-23,2024,March,3,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,440.0,41800.0,8,8,26,14,3520,3520,11.44
